epoch,auc,bin_acc,learning_rate,loss,precision,recall,val_auc,val_bin_acc,val_loss,val_precision,val_recall
32,0.5206908583641052,0.5090477466583252,9.999999747378752e-05,0.3515223562717438,0.23831667006015778,0.5472503900527954,0.5384777188301086,0.4938889145851135,0.35950106382369995,0.2653266191482544,0.5945945978164673
33,0.5221312642097473,0.503928542137146,9.999999747378752e-05,0.3510613441467285,0.23522622883319855,0.5440469980239868,0.5179888606071472,0.5766666531562805,0.3587284982204437,0.28099173307418823,0.45945945382118225
34,0.518111526966095,0.5280952453613281,9.999999747378752e-05,0.35011929273605347,0.23130300641059875,0.4805125594139099,0.5486435890197754,0.6255555748939514,0.3579162061214447,0.27450981736183167,0.315315306186676
35,0.5213227868080139,0.5291666388511658,9.999999747378752e-05,0.34898489713668823,0.23457419872283936,0.4911906123161316,0.5373600125312805,0.5800000429153442,0.35728344321250916,0.2554858922958374,0.36711710691452026
36,0.5153098106384277,0.5170238614082336,9.999999747378752e-05,0.34816527366638184,0.23010380566120148,0.497063547372818,0.5186788439750671,0.5927777886390686,0.35624822974205017,0.2766615152359009,0.4031531512737274
37,0.5151300430297852,0.5495238900184631,9.999999747378752e-05,0.34714066982269287,0.23597678542137146,0.4559530019760132,0.5321449637413025,0.5794444680213928,0.3552245497703552,0.272197961807251,0.4211711585521698
38,0.5209313035011292,0.5236903429031372,9.999999747378752e-05,0.34606361389160156,0.2329317331314087,0.4954618215560913,0.5318920016288757,0.5811110734939575,0.35409972071647644,0.2747093141078949,0.4256756901741028
39,0.535028338432312,0.5425000190734863,9.999999747378752e-05,0.3442412316799164,0.24065297842025757,0.4879871904850006,0.5385110974311829,0.6166667342185974,0.35319435596466064,0.2970297038555145,0.4054054021835327
40,0.5065620541572571,0.5234523415565491,9.999999747378752e-05,0.3448712229728699,0.22337661683559418,0.45915642380714417,0.549232006072998,0.5888888835906982,0.3519364893436432,0.28425654768943787,0.43918919563293457
41,0.5181215405464172,0.5157143473625183,9.999999747378752e-05,0.34314265847206116,0.23251280188560486,0.5093433260917664,0.5345632433891296,0.5611110925674438,0.3512839078903198,0.2832080125808716,0.5090090036392212
42,0.5218533873558044,0.5065475106239319,9.999999747378752e-05,0.34171536564826965,0.23093320429325104,0.5205552577972412,0.5399057269096375,0.5261110663414001,0.3498726189136505,0.26248547434806824,0.5090090036392212
43,0.510221004486084,0.5217857360839844,9.999999747378752e-05,0.34149742126464844,0.2303822934627533,0.48905497789382935,0.5325180888175964,0.5450000166893005,0.34872546792030334,0.2781065106391907,0.5292792916297913
44,0.5302942991256714,0.5348811149597168,9.999999747378752e-05,0.33919867873191833,0.24305205047130585,0.5136145353317261,0.5195625424385071,0.5594444274902344,0.3478611707687378,0.2724902331829071,0.47072070837020874
45,0.520736038684845,0.5208331942558289,9.999999747378752e-05,0.33841344714164734,0.2312687337398529,0.4943940341472626,0.5357868075370789,0.5794443488121033,0.3464367687702179,0.2859097123146057,0.47072070837020874
46,0.5442902445793152,0.5272618532180786,9.999999747378752e-05,0.33687588572502136,0.242513507604599,0.5274959802627563,0.5222365856170654,0.5766666531562805,0.3453295826911926,0.28912466764450073,0.4909909963607788
47,0.5268998146057129,0.5296428799629211,9.999999747378752e-05,0.33655527234077454,0.23985978960990906,0.5114789009094238,0.543614387512207,0.5938888788223267,0.34382855892181396,0.29986053705215454,0.4842342436313629
48,0.5214000344276428,0.5344046950340271,9.999999747378752e-05,0.33584341406822205,0.23394255340099335,0.47837692499160767,0.5368998646736145,0.5955555438995361,0.3433229625225067,0.28484848141670227,0.4234234094619751
49,0.5206348896026611,0.5357143878936768,9.999999747378752e-05,0.3342711329460144,0.2322324961423874,0.46930059790611267,0.5306153893470764,0.5888888835906982,0.3423696458339691,0.28674352169036865,0.44819819927215576
50,0.5368788838386536,0.5595237016677856,9.999999747378752e-05,0.3327329754829407,0.24730290472507477,0.47730913758277893,0.5452004075050354,0.5711110830307007,0.3404655456542969,0.28920307755470276,0.5067567825317383
51,0.5327841639518738,0.5709525346755981,9.999999747378752e-05,0.33146846294403076,0.24264049530029297,0.43566471338272095,0.539376437664032,0.5311111211776733,0.33930104970932007,0.2752808928489685,0.5518018007278442
52,0.5209365487098694,0.5274999737739563,9.999999747378752e-05,0.33120837807655334,0.23333333432674408,0.4895888864994049,0.5467114448547363,0.6333332657814026,0.33821243047714233,0.3029197156429291,0.37387385964393616
53,0.5414884686470032,0.5684523582458496,9.999999747378752e-05,0.32905447483062744,0.24740484356880188,0.45808863639831543,0.5490004420280457,0.6222221851348877,0.337252140045166,0.3090614974498749,0.4301801919937134
54,0.5311781764030457,0.5627381801605225,9.999999747378752e-05,0.32832783460617065,0.24460840225219727,0.4602242410182953,0.5346599221229553,0.5644444227218628,0.33556878566741943,0.2926829159259796,0.5405405163764954
55,0.5359163284301758,0.5471429228782654,9.999999747378752e-05,0.32655826210975647,0.2405267357826233,0.4778430461883545,0.5492550730705261,0.5688889622688293,0.3343614935874939,0.27260273694992065,0.44819819927215576
56,0.538896918296814,0.5294045805931091,9.999999747378752e-05,0.3254467248916626,0.23843058943748474,0.506139874458313,0.5525817275047302,0.5527778267860413,0.3327854871749878,0.27238336205482483,0.4864864945411682
57,0.542708158493042,0.5352381467819214,9.999999747378752e-05,0.325105756521225,0.24245499074459076,0.5104110836982727,0.5384946465492249,0.5677778124809265,0.3324775993824005,0.2808398902416229,0.4819819927215576
58,0.5382005572319031,0.538095235824585,9.999999747378752e-05,0.32283252477645874,0.2447214424610138,0.5136145353317261,0.5434984564781189,0.5938888788223267,0.3307796120643616,0.2917271554470062,0.45270270109176636
59,0.5350174903869629,0.5477380156517029,9.999999747378752e-05,0.32228681445121765,0.24333688616752625,0.48745328187942505,0.541954755783081,0.5216666460037231,0.329393208026886,0.2526690363883972,0.4797297418117523
60,0.5364614725112915,0.5428570508956909,9.999999747378752e-05,0.3217277228832245,0.24301019310951233,0.49652963876724243,0.5390505194664001,0.5899999737739563,0.32893767952919006,0.2825443744659424,0.4301801919937134
61,0.544366180896759,0.5589286684989929,9.999999747378752e-05,0.3198031187057495,0.2471010535955429,0.4778430461883545,0.5713953375816345,0.5844444632530212,0.3267463743686676,0.28285714983940125,0.44594594836235046
62,0.5472334623336792,0.5761904716491699,9.999999747378752e-05,0.31851932406425476,0.25614339113235474,0.4730378985404968,0.5547661185264587,0.6388888955116272,0.32819634675979614,0.31204378604888916,0.38513514399528503
63,0.5544658303260803,0.5582143664360046,9.999999747378752e-05,0.31746792793273926,0.24835705757141113,0.48424986004829407,0.5682061314582825,0.5966666340827942,0.3242545425891876,0.29741379618644714,0.46621620655059814
64,0.5432613492012024,0.5315476059913635,9.999999747378752e-05,0.3168044686317444,0.24250748753547668,0.518419623374939,0.5676755905151367,0.5844444036483765,0.3222290873527527,0.29840847849845886,0.5067567825317383
65,0.5381489396095276,0.5452382564544678,9.999999747378752e-05,0.31606876850128174,0.24115926027297974,0.48424986004829407,0.54865962266922,0.6072221994400024,0.32182401418685913,0.2998477816581726,0.44369369745254517
66,0.5522871613502502,0.5591666102409363,9.999999747378752e-05,0.31369033455848694,0.25149375200271606,0.4943940341472626,0.5720527768135071,0.6005555987358093,0.32110726833343506,0.3038516342639923,0.4797297418117523
67,0.5410863757133484,0.5377382636070251,9.999999747378752e-05,0.31346938014030457,0.2442748099565506,0.512546718120575,0.5876711010932922,0.5622223019599915,0.3187766969203949,0.2866005003452301,0.5202702879905701
68,0.5587056279182434,0.5459526181221008,9.999999747378752e-05,0.3114265501499176,0.2543659806251526,0.5365723371505737,0.562481164932251,0.6261110901832581,0.31745418906211853,0.30756303668022156,0.4121621549129486
69,0.5570595860481262,0.5619049072265625,9.999999747378752e-05,0.310069739818573,0.2503454089164734,0.4837159514427185,0.5525794625282288,0.634444534778595,0.3181145191192627,0.2996254563331604,0.36036035418510437
70,0.5591071248054504,0.579880952835083,9.999999747378752e-05,0.3086165189743042,0.2591623067855835,0.47570741176605225,0.5674362182617188,0.6050000190734863,0.3155502676963806,0.30163446068763733,0.45720720291137695
71,0.5666770339012146,0.5678570866584778,9.999999747378752e-05,0.30733776092529297,0.25872012972831726,0.5029364824295044,0.5541918873786926,0.6244443655014038,0.3145952820777893,0.280303031206131,0.3333333432674408
72,0.5478954315185547,0.5619047284126282,9.999999747378752e-05,0.306832492351532,0.24397847056388855,0.4596903324127197,0.5508403182029724,0.6050000190734863,0.31364917755126953,0.2822186052799225,0.38963964581489563
73,0.5754929780960083,0.5828571915626526,9.999999747378752e-05,0.30401411652565,0.2638285458087921,0.4863854646682739,0.5714454650878906,0.628333330154419,0.31598806381225586,0.30228471755981445,0.38738739490509033
74,0.5660404562950134,0.5771428346633911,9.999999747378752e-05,0.3040808439254761,0.2617087662220001,0.4922583997249603,0.5819517970085144,0.6077777743339539,0.31825700402259827,0.2933754026889801,0.4189189076423645
75,0.562203049659729,0.5582141280174255,9.999999747378752e-05,0.3033468723297119,0.25519445538520813,0.5114789009094238,0.5882119536399841,0.6322222352027893,0.30922362208366394,0.3201320171356201,0.4369369447231293
76,0.5731987357139587,0.5707143545150757,9.999999747378752e-05,0.30137622356414795,0.26460200548171997,0.520021378993988,0.5901272892951965,0.6155555844306946,0.3096798062324524,0.31602373719215393,0.4797297418117523
77,0.5749187469482422,0.5769047141075134,9.999999747378752e-05,0.29995471239089966,0.2652890384197235,0.5072076916694641,0.5817261338233948,0.6066667437553406,0.30651432275772095,0.3125,0.4954954981803894
78,0.5757295489311218,0.5895236730575562,9.999999747378752e-05,0.2986711263656616,0.2763419449329376,0.5194874405860901,0.592826783657074,0.5583333373069763,0.30507010221481323,0.28931573033332825,0.542792797088623
79,0.5636274218559265,0.5629763007164001,9.999999747378752e-05,0.29843589663505554,0.25898122787475586,0.5157501101493835,0.5738261342048645,0.5661110877990723,0.3054858148097992,0.27858081459999084,0.477477490901947
80,0.5755027532577515,0.5783332586288452,9.999999747378752e-05,0.29610592126846313,0.2652601897716522,0.5034703612327576,0.5904131531715393,0.5072222352027893,0.30700913071632385,0.26998960971832275,0.5855855941772461
81,0.5789483189582825,0.578214168548584,9.999999747378752e-05,0.2962627410888672,0.26033294200897217,0.48424986004829407,0.59213787317276,0.5699999332427979,0.3041842579841614,0.29323309659957886,0.5270270109176636
82,0.5817866921424866,0.5792856216430664,9.999999747378752e-05,0.2939257025718689,0.26128196716308594,0.4853176772594452,0.5926093459129333,0.5727777481079102,0.30325570702552795,0.28533685207366943,0.4864864945411682
83,0.5920217633247375,0.5858331918716431,9.999999747378752e-05,0.29244494438171387,0.27303561568260193,0.5157501101493835,0.5985231995582581,0.5061111450195312,0.3105282485485077,0.2694300413131714,0.5855855941772461
84,0.5949721336364746,0.580714225769043,9.999999747378752e-05,0.29131996631622314,0.27317744493484497,0.5301654934883118,0.5761452317237854,0.5938888788223267,0.31302255392074585,0.30315500497817993,0.4977477490901947
85,0.6044614911079407,0.5858333706855774,9.999999747378752e-05,0.2902236580848694,0.2764476537704468,0.5301654934883118,0.5953729748725891,0.5822222232818604,0.3028324842453003,0.29629629850387573,0.5045045018196106
86,0.6016575694084167,0.5748810172080994,9.999999747378752e-05,0.2889494001865387,0.27867570519447327,0.570742130279541,0.6027566194534302,0.579444408416748,0.298674613237381,0.29488858580589294,0.5067567825317383
87,0.5984959006309509,0.613095223903656,9.999999747378752e-05,0.2884311378002167,0.2861137092113495,0.49172452092170715,0.6129685044288635,0.5805555582046509,0.2956644892692566,0.2972620725631714,0.5135135054588318
88,0.584511935710907,0.5772618651390076,9.999999747378752e-05,0.28912991285324097,0.2718868851661682,0.5339028239250183,0.6058294177055359,0.6116666793823242,0.29816529154777527,0.2979397773742676,0.4234234094619751
89,0.6062588095664978,0.580714225769043,9.999999747378752e-05,0.2853395640850067,0.27782270312309265,0.5504538416862488,0.617913544178009,0.5883333086967468,0.29789257049560547,0.29403606057167053,0.477477490901947
90,0.6082678437232971,0.6117856502532959,9.999999747378752e-05,0.28487491607666016,0.2908378541469574,0.5152162313461304,0.6174622178077698,0.6033333539962769,0.29391634464263916,0.30714285373687744,0.4842342436313629
91,0.6011949181556702,0.5770238041877747,9.999999747378752e-05,0.28424155712127686,0.27382874488830566,0.5429791808128357,0.6306055188179016,0.5727777481079102,0.29550492763519287,0.3067776560783386,0.5810810923576355
92,0.6107823848724365,0.5980952978134155,9.999999747378752e-05,0.28236958384513855,0.2852243483066559,0.5328350067138672,0.6128469109535217,0.601111114025116,0.2957801818847656,0.30812326073646545,0.4954954981803894
93,0.6108742356300354,0.5989285707473755,9.999999747378752e-05,0.28152644634246826,0.2831884026527405,0.5216230750083923,0.6180988550186157,0.5922222137451172,0.29375940561294556,0.3035230338573456,0.5045045018196106
94,0.6125418543815613,0.5996429920196533,9.999999747378752e-05,0.2810756266117096,0.2843080461025238,0.5242925882339478,0.5839350819587708,0.6399999260902405,0.3197726607322693,0.31521740555763245,0.3918918967247009
95,0.62068110704422,0.5905952453613281,9.999999747378752e-05,0.27945828437805176,0.2882639169692993,0.5691404342651367,0.6403616070747375,0.579444408416748,0.2874339520931244,0.3075030744075775,0.5630630850791931
96,0.6208623051643372,0.6086905598640442,9.999999747378752e-05,0.27959078550338745,0.2956647276878357,0.5461825728416443,0.6444091796875,0.5449999570846558,0.2869623601436615,0.3065015375614166,0.6689189076423645
97,0.6254841685295105,0.615595281124115,9.999999747378752e-05,0.2777668237686157,0.29664066433906555,0.5280299186706543,0.622687816619873,0.648888885974884,0.28919893503189087,0.34385383129119873,0.46621620655059814
98,0.6286942362785339,0.5871428847312927,9.999999747378752e-05,0.27658945322036743,0.29150328040122986,0.595301628112793,0.6450256705284119,0.6088889241218567,0.2868680953979492,0.3341836631298065,0.5900900959968567
99,0.6275315284729004,0.6065477132797241,9.999999747378752e-05,0.2760191857814789,0.297396719455719,0.5611318945884705,0.6331003904342651,0.6350000500679016,0.2855170667171478,0.3369065821170807,0.4954954981803894
